feature_1,feature_2,feature_3,target
37.454011884736246,76.1705683735906,1.3286408282482312,-26.882716856504207
95.07143064099162,74.69787990719999,0.31318447386498,148.94294159658682
73.1993941811405,140.62545805210368,-0.6065033882157397,-53.782947612906064
59.86584841970366,74.95461998495061,0.4559041951707027,7.696546702851116
15.601864044243651,77.1949726128631,-0.45909031021899177,-121.65245434772129
15.599452033620265,125.93982624179637,-0.6946003691631446,-229.0950336600094
5.8083612168199465,94.973984245054,-1.1543626682329844,-184.26512010367463
86.61761457749351,127.67105569551812,-1.7518288067517191,24.239485412127145
60.11150117432088,56.53661575643852,-0.3899237065594453,72.03907000220951
70.80725777960456,98.75711936733843,0.15805348992013185,29.12799422707402
2.0584494295802447,53.36136001832826,-0.09662367001488972,-126.47907234915365
96.99098521619943,56.26532034553545,-0.4159669279473586,188.96382312089256
83.24426408004217,140.6437453344411,-0.9457460606967811,-21.32088047497795
21.233911067827616,63.92453711175952,0.6082461916849685,-85.70454196355661
18.182496720710063,103.24206822752171,-1.317131919946585,-184.95766878896566
18.34045098534338,91.10956026007065,0.7760279138434754,-148.39265418300363
30.42422429595377,84.73433262588426,-1.0022170189267248,-78.95925320456924
52.475643163223786,139.98333456872723,-0.752435237353035,-95.79433536811725
43.194501864211574,52.18233967754895,-1.466785190615677,-4.320002328090595
29.122914019804192,116.37896861755891,-0.5014021468856367,-196.17792301612272
61.18528947223795,146.33944342135504,0.9753124584779789,-100.54287549636989
13.949386065204184,106.0168183461842,0.5156280884439565,-178.94391232979586
29.214464853521815,143.68224620330918,0.9784221120280351,-199.69290740452752
36.63618432936917,55.22578792860238,0.5221425459339358,3.024926864519328
45.606998421703594,91.87933190741614,-1.1036698285303692,-57.55951998216526
78.51759613930136,76.01577909620511,-0.33078922432755736,111.61918844344001
19.967378215835975,123.08209649807299,-0.7801991291174627,-187.88816197861252
51.42344384136116,148.12970904972468,1.3305749040390402,-171.6985328306055
59.24145688620425,75.65300624442477,-1.1967886464263116,21.561810119088
4.645041271999773,115.41746014740745,0.8936976893891109,-224.44761509958482
60.75448519014384,69.809763275974,0.8929538701087693,49.62923556723359
17.052412368729154,106.53302545716099,1.8296202017160872,-121.76961806269526
6.505159298527952,96.39324866883362,-0.40968659262949736,-206.10215305745587
94.88855372533332,147.2005329631537,0.7123221595801621,14.566133375384467
96.56320330745594,110.85272726964666,2.2816518365388427,128.03217188510732
80.83973481164611,84.95063720868188,-0.6176416769336966,78.04555743628633
30.46137691733707,61.409578488793336,-1.5350402475323597,-80.76811689607757
9.767211400638388,65.12468287349346,-1.8800100339077637,-136.46225329685956
68.42330265121569,72.5316929951235,0.7127120288613313,107.62776609713734
44.01524937396013,75.0966661340298,-1.8831502080585838,-36.72869730229374
12.203823484477883,135.0616057841138,-0.37231905293792283,-275.0740270879366
49.51769101112702,106.12227882825249,0.4373131870389607,-37.27051882276686
3.4388521115218396,102.33909113743664,0.18517553682991406,-217.8737606641961
90.9320402078782,61.47688718692174,0.42544486418417227,177.0642212851832
25.87799816000169,136.0139693349435,0.22228985580085406,-203.44571862559508
66.2522284353982,122.28143032084837,1.2788658133133932,-8.932684856463073
31.171107608941096,56.766836190000156,-0.952316380738797,22.322943840556423
52.00680211778108,120.78350972297687,-0.6769951384585313,-73.92514320975224
54.67102793432797,104.35382173426461,-0.772659445270824,-22.759605170175657
18.485445552552704,58.172534574677826,0.8301918118626102,-65.09792249148776
96.95846277645586,95.83006415286565,0.9003985883950636,117.01510234585214
77.51328233611146,98.4696287130047,0.4512253193185082,60.42218519334728
93.9498941564189,66.57745401632758,1.1834936668899279,196.33256568563672
89.48273504276489,144.56981470002825,-1.1780408673763807,-38.21468319144083
59.78999788110851,134.9975371480662,1.667224111551137,-74.56323862443475
92.18742350231169,116.90223373291083,1.5232386217122582,88.68980629719225
8.84925020519195,96.22955610006072,0.7356219972457467,-166.1685598291427
19.59828624191452,91.17655415845084,1.78179890877106,-104.090671146495
4.522728891053807,115.09734671509541,-1.6566232076777738,-248.13154912855046
32.53303307632643,104.54318694069055,-0.5244481362626519,-131.51405005040434
38.8677289689482,56.22731058818856,-0.7353034606819523,-5.294079042492533
27.134903177389592,101.25026487703317,0.7214793237573432,-144.5426563309135
82.87375091519293,130.64036172328395,-1.0501407396021456,27.843425799631028
35.67533266935893,95.9239877596958,0.7574951493374855,-78.32514994281381
28.093450968738075,55.19565775542684,1.3705361439967134,-13.895068347285699
54.26960831582485,128.62781993840332,0.6952029000839993,-104.66138738730953
14.092422497476264,70.13637821359744,0.2837510236615011,-43.42588504557688
80.21969807540397,75.86208348880388,-0.9878733409007492,82.52706553507997
7.455064367977082,66.47063534322959,-0.8468509661253646,-137.18814064056045
98.68869366005173,83.02150648714976,1.2496189052966666,183.5760393171394
77.22447692966574,125.6751505688635,0.7793490039053323,13.598087356269243
19.87156815341724,101.93858595039373,-0.03901951937754412,-135.94595464336763
0.5522117123602399,70.48812741507126,-0.41790954576589057,-121.16806462216961
